Date;CWindow;Eta;CT;SF;Mean_SSD_Est(cm);SD_SSD_Est(cm);Mean_SSWE_Est(mm);SD_SSWE_Est(mm);SSD_Actual(cm);SSWE_Actual(mm);Mean_TVOL;SD_TVOL;Mean_TSURF;SD_TSURF;Mean_KZ(rad/cm);SD_KZ(rad/cm);Pass
2016-01-30;(5, 5);0.6;0.0;1;883.337646484375;129.00563049316406;1855.009033203125;270.9118347167969;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.0011746629606932402;3.2185409509111196e-05;DESC
2016-01-30;(5, 5);0.6;0.0;2;441.6688232421875;64.50281524658203;927.5045166015625;135.45591735839844;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.0023493259213864803;6.437081901822239e-05;DESC
2016-01-30;(5, 5);0.6;0.0;3;294.4458821614583;43.00187683105469;618.3363037109375;90.30393981933594;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.0035239888820797205;9.655622852733359e-05;DESC
2016-01-30;(5, 5);0.6;0.0;4;220.83441162109375;32.251407623291016;463.75225830078125;67.72795867919922;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.004698651842772961;0.00012874163803644478;DESC
2016-01-30;(5, 5);0.6;0.0;5;176.667529296875;25.801126098632814;371.00177001953125;54.18236541748047;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.005873314803466201;0.00016092704754555598;DESC
2016-01-30;(5, 5);0.6;0.0;6;147.22294108072916;21.500938415527344;309.16815185546875;45.15196990966797;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.007047977764159441;0.00019311245705466717;DESC
2016-01-30;(5, 5);0.6;0.0;7;126.19109235491071;18.429375784737722;265.00128173828125;38.701690673828125;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.008222640724852681;0.00022529786656377837;DESC
2016-01-19;(5, 5);0.6;0.0;1;317.6839599609375;183.6083221435547;1102.3634033203125;637.1209106445312;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.0022350966464728117;6.124096398707479e-05;DESC
2016-01-30;(5, 5);0.6;0.0;8;110.41720581054688;16.125703811645508;231.87612915039062;33.86397933959961;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.009397303685545921;0.00025748327607288957;DESC
2016-01-19;(5, 5);0.6;0.0;2;158.84197998046875;91.80416107177734;551.1817016601562;318.5604553222656;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.004470193292945623;0.00012248192797414958;DESC
2016-01-30;(5, 5);0.6;0.0;9;98.14862738715277;14.333958943684896;206.11212158203125;30.101314544677734;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.010571966646239161;0.00028966868558200076;DESC
2016-01-19;(5, 5);0.6;0.0;3;105.8946533203125;61.20277404785156;367.4544677734375;212.37362670898438;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.006705289939418435;0.00018372289196122438;DESC
2016-01-08;(5, 5);0.6;0.0;1;1026.7398681640625;201.5433349609375;3234.230712890625;634.8614501953125;54.9;172.93499999999997;0.42971195951703217;0.14413661794877056;0.5058497410654735;0.07736718039013071;0.0010766476625576615;2.9499797165044583e-05;DESC
2016-01-19;(5, 5);0.6;0.0;4;79.42098999023438;45.90208053588867;275.5908508300781;159.2802276611328;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.008940386585891247;0.00024496385594829917;DESC
2016-01-30;(5, 5);0.6;0.0;10;88.3337646484375;12.900563049316407;185.50088500976562;27.091182708740234;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.011746629606932402;0.00032185409509111196;DESC
2016-01-08;(5, 5);0.6;0.0;2;513.3699340820312;100.77166748046875;1617.1153564453125;317.43072509765625;54.9;172.93499999999997;0.42971195951703217;0.14413661794877056;0.5058497410654735;0.07736718039013071;0.002153295325115323;5.899959433008917e-05;DESC
2016-01-19;(5, 5);0.6;0.0;5;63.5367919921875;36.72166442871094;220.47265625;127.42418670654297;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.011175483232364058;0.00030620481993537396;DESC
2016-01-30;(5, 5);0.6;0.0;11;80.30342240767045;11.727784590287643;168.63719177246094;24.628347396850586;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.012921292567625642;0.00035403950460022315;DESC
2016-01-08;(5, 5);0.6;0.0;3;342.2466227213542;67.18111165364583;1078.076904296875;211.62049865722656;54.9;172.93499999999997;0.42971195951703217;0.14413661794877056;0.5058497410654735;0.07736718039013071;0.0032299429876729846;8.849939149513375e-05;DESC
2016-01-19;(5, 5);0.6;0.0;6;52.94732666015625;30.60138702392578;183.72723388671875;106.18681335449219;42.8;148.51599999999996;0.3550290375107083;0.10057888395621982;0.22864760736556472;0.0860212731345942;0.01341057987883687;0.00036744578392244875;DESC
2016-01-30;(5, 5);0.6;0.0;12;73.61147054036458;10.750469207763672;154.58407592773438;22.575984954833984;70.0;147.0;0.2818512602567479;0.15130662501498301;0.18885190393765178;0.10974754245728795;0.014095955528318882;0.00038622491410933435;DESC
