Date;CWindow;Eta;CT;SF;Mean_SSD_Est(cm);SD_SSD_Est(cm);Mean_SSWE_Est(mm);SD_SSWE_Est(mm);SSD_Actual(cm);SSWE_Actual(mm);Mean_TVOL;SD_TVOL;Mean_TSURF;SD_TSURF;Mean_KZ(rad/cm);SD_KZ(rad/cm);Pass
2015-12-29;(5, 5);0.6;0.0;1;2739.29833984375;192.74440002441406;10464.119140625;736.2835693359375;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0002832475584000349;5.045988473284524e-06;ASC
2015-12-29;(5, 5);0.6;0.0;2;1369.649169921875;96.37220001220703;5232.0595703125;368.14178466796875;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0005664951168000698;1.0091976946569048e-05;ASC
2015-12-29;(5, 5);0.6;0.0;3;913.0994466145834;64.24813334147136;3488.039306640625;245.42784118652344;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0008497426752001047;1.5137965419853572e-05;ASC
2015-12-29;(5, 5);0.6;0.0;4;684.8245849609375;48.186100006103516;2616.02978515625;184.07089233398438;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0011329902336001396;2.0183953893138096e-05;ASC
2015-12-29;(5, 5);0.6;0.0;5;547.85966796875;38.54888000488281;2092.82373046875;147.25669860839844;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0014162377920001745;2.522994236642262e-05;ASC
2015-12-29;(5, 5);0.6;0.0;6;456.5497233072917;32.12406667073568;1744.0196533203125;122.71392059326172;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0016994853504002094;3.0275930839707144e-05;ASC
2015-12-29;(5, 5);0.6;0.0;7;391.32833426339283;27.53491428920201;1494.8740234375;105.18335723876953;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0019827329088002443;3.532191931299167e-05;ASC
2015-12-29;(5, 5);0.6;0.0;8;342.41229248046875;24.093050003051758;1308.014892578125;92.03544616699219;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0022659804672002792;4.036790778627619e-05;ASC
2015-12-29;(5, 5);0.6;0.0;9;304.3664822048611;21.41604444715712;1162.679931640625;81.80928802490234;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.002549228025600314;4.5413896259560715e-05;ASC
2015-12-29;(5, 5);0.6;0.0;10;273.929833984375;19.274440002441406;1046.411865234375;73.62834930419922;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.002832475584000349;5.045988473284524e-05;ASC
2015-12-29;(5, 5);0.6;0.0;11;249.02712180397728;17.52221818403764;951.2835693359375;66.93486785888672;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.003115723142400384;5.550587320612976e-05;ASC
2015-12-29;(5, 5);0.6;0.0;12;228.27486165364584;16.06203333536784;872.0098266601562;61.35696029663086;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.003398970700800419;6.055186167941429e-05;ASC
2015-12-29;(5, 5);0.6;0.0;13;210.71525691105768;14.826492309570312;804.9322509765625;56.63718795776367;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0036822182592004538;6.559785015269881e-05;ASC
2015-12-29;(5, 5);0.6;0.0;14;195.66416713169642;13.767457144601005;747.43701171875;52.591678619384766;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.003965465817600489;7.064383862598334e-05;ASC
2015-12-29;(5, 5);0.6;0.0;15;182.61988932291666;12.84962666829427;697.60791015625;49.085575103759766;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.004248713376000524;7.568982709926786e-05;ASC
2015-12-29;(5, 5);0.6;0.0;16;171.20614624023438;12.046525001525879;654.0074462890625;46.017723083496094;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.0045319609344005585;8.073581557255238e-05;ASC
2015-12-29;(5, 5);0.6;0.0;17;161.13519646139707;11.337905883789062;615.5364379882812;43.31080627441406;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.004815208492800593;8.578180404583691e-05;ASC
2015-12-29;(5, 5);0.6;0.0;18;152.18324110243054;10.70802222357856;581.3399658203125;40.90464401245117;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.005098456051200628;9.082779251912143e-05;ASC
2015-12-29;(5, 5);0.6;0.0;19;144.1735968338816;10.144442106548109;550.7430419921875;38.75175857543945;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.005381703609600663;9.587378099240595e-05;ASC
2015-12-29;(5, 5);0.6;0.0;20;136.9649169921875;9.637220001220703;523.2059326171875;36.81417465209961;36.7;140.19400000000002;0.21864582983028544;0.09233407795869956;0.17066783496812568;0.07309333087684758;0.005664951168000698;0.00010091976946569048;ASC
